,batteryPercentageState,powerConsumption,powerFeedIn,powerProduction,powerPurchased,powerSelfConsumption,apparentTemperature,cloudCover,dewPoint,humidity,icon,precipIntensity,precipProbability,precipType,pressure,summary,temperature,visibility,windBearing,windSpeed
2017-06-06 13:19:28,100.0,,,,,,,,,,,,,,,,,,,
2017-06-06 13:24:28,100.0,,,,,,,,,,,,,,,,,,,
2017-06-06 13:29:28,100.0,,,,,,,,,,,,,,,,,,,
2017-06-06 13:30:00,,923.4534,2962.5466,3886.0,0.0,923.4534,,,,,,,,,,,,,,
2017-06-06 13:34:28,100.0,,,,,,,,,,,,,,,,,,,
2017-06-06 13:39:28,100.0,,,,,,,,,,,,,,,,,,,
2017-06-06 13:44:28,100.0,,,,,,,,,,,,,,,,,,,
2017-06-06 13:45:00,,728.2567,962.7433,1691.0,0.0,728.2567,,,,,,,,,,,,,,
2017-06-06 13:49:27,100.0,,,,,,,,,,,,,,,,,,,
2017-06-06 13:54:28,100.0,,,,,,,,,,,,,,,,,,,
2017-06-06 13:59:27,100.0,,,,,,,,,,,,,,,,,,,
2017-06-06 14:00:00,,997.4195,2429.9138,3427.3333,0.0,997.4195,72.87,0.0,65.62,0.8,clear-night,0.0,0.0,,1016.62,Clear,72.2,10.0,44.0,7.81
2017-06-06 14:04:28,100.0,,,,,,,,,,,,,,,,,,,
2017-06-06 14:09:27,100.0,,,,,,,,,,,,,,,,,,,
2017-06-06 14:14:26,100.0,,,,,,,,,,,,,,,,,,,
2017-06-06 14:15:00,,1111.8512,2430.1487,3542.0,0.0,1111.8512,,,,,,,,,,,,,,
2017-06-06 14:19:27,100.0,,,,,,,,,,,,,,,,,,,
2017-06-06 14:24:26,100.0,,,,,,,,,,,,,,,,,,,
2017-06-06 14:29:27,100.0,,,,,,,,,,,,,,,,,,,
2017-06-06 14:30:00,,1166.7822,3468.8845,4641.3335,0.0,1166.7822,,,,,,,,,,,,,,
2017-06-06 14:34:26,100.0,,,,,,,,,,,,,,,,,,,
2017-06-06 14:39:25,100.0,,,,,,,,,,,,,,,,,,,
2017-06-06 14:44:26,100.0,,,,,,,,,,,,,,,,,,,
2017-06-06 14:45:00,,1007.2598,2342.0735,3349.3333,0.0,1007.2598,,,,,,,,,,,,,,
2017-06-06 14:49:25,100.0,,,,,,,,,,,,,,,,,,,
2017-06-06 14:54:26,100.0,,,,,,,,,,,,,,,,,,,
2017-06-06 14:59:25,100.0,,,,,,,,,,,,,,,,,,,
2017-06-06 15:00:00,,1275.8845,2085.4487,3361.3333,0.0,1275.8845,72.8,0.0,65.03,0.78,clear-night,0.0,0.0,,1016.7,Clear,72.21,10.0,34.0,7.33
2017-06-06 15:04:24,100.0,,,,,,,,,,,,,,,,,,,
2017-06-06 15:09:25,100.0,,,,,,,,,,,,,,,,,,,
2017-06-06 15:14:24,100.0,,,,,,,,,,,,,,,,,,,
2017-06-06 15:15:00,,1091.6688,1776.3312,2868.0,0.0,1091.6688,,,,,,,,,,,,,,
2017-06-06 15:19:25,100.0,,,,,,,,,,,,,,,,,,,
2017-06-06 15:24:24,100.0,,,,,,,,,,,,,,,,,,,
2017-06-06 15:29:24,100.0,,,,,,,,,,,,,,,,,,,
2017-06-06 15:30:00,,796.1236,2216.5429999999997,3012.6667,0.0,796.1236,,,,,,,,,,,,,,
2017-06-06 15:34:24,100.0,,,,,,,,,,,,,,,,,,,
2017-06-06 15:39:24,100.0,,,,,,,,,,,,,,,,,,,
2017-06-06 15:44:24,100.0,,,,,,,,,,,,,,,,,,,
2017-06-06 15:45:00,,884.0045,2017.6621,2901.6667,0.0,884.0045,,,,,,,,,,,,,,
2017-06-06 15:49:24,100.0,,,,,,,,,,,,,,,,,,,
2017-06-06 15:54:23,100.0,,,,,,,,,,,,,,,,,,,
2017-06-06 15:59:24,100.0,,,,,,,,,,,,,,,,,,,
2017-06-06 16:00:00,,1130.1382,302.52844,1432.6666,0.0,1130.1382,71.96,0.0,64.0,0.77,clear-day,0.0,0.0,,1017.32,Clear,71.48,10.0,64.0,5.54
2017-06-06 16:04:23,100.0,,,,,,,,,,,,,,,,,,,
2017-06-06 16:09:24,100.0,,,,,,,,,,,,,,,,,,,
2017-06-06 16:14:23,100.0,,,,,,,,,,,,,,,,,,,
2017-06-06 16:15:00,,768.69574,612.9709,1381.6666,0.0,768.69574,,,,,,,,,,,,,,
2017-06-06 16:19:22,100.0,,,,,,,,,,,,,,,,,,,
2017-06-06 16:24:23,100.0,,,,,,,,,,,,,,,,,,,
2017-06-06 16:29:22,100.0,,,,,,,,,,,,,,,,,,,
2017-06-06 16:30:00,,780.7482,402.58508,1183.3334,0.0,780.7482,,,,,,,,,,,,,,
2017-06-06 16:34:23,100.0,,,,,,,,,,,,,,,,,,,
2017-06-06 16:39:22,100.0,,,,,,,,,,,,,,,,,,,
2017-06-06 16:44:23,100.0,,,,,,,,,,,,,,,,,,,
2017-06-06 16:45:00,,1003.75037,33.8637,1028.6666,8.947417,1003.75037,,,,,,,,,,,,,,
2017-06-06 16:49:22,100.0,,,,,,,,,,,,,,,,,,,
2017-06-06 16:54:21,100.0,,,,,,,,,,,,,,,,,,,
2017-06-06 16:59:22,100.0,,,,,,,,,,,,,,,,,,,
2017-06-06 17:00:00,,821.0862,10.366959,828.3333,3.11983,821.0862,74.79,0.0,64.62,0.72,clear-day,0.0,0.0,,1017.79,Clear,74.29,10.0,58.0,6.65
2017-06-06 17:04:21,100.0,,,,,,,,,,,,,,,,,,,
2017-06-06 17:09:22,100.0,,,,,,,,,,,,,,,,,,,
2017-06-06 17:14:21,100.0,,,,,,,,,,,,,,,,,,,
2017-06-06 17:15:00,,960.19244,5.59626,965.6667,0.12205251,960.19244,,,,,,,,,,,,,,
2017-06-06 17:19:21,100.0,,,,,,,,,,,,,,,,,,,
2017-06-06 17:24:21,95.006935,,,,,,,,,,,,,,,,,,,
2017-06-06 17:29:21,94.28263000000001,,,,,,,,,,,,,,,,,,,
2017-06-06 17:30:00,,948.0723,17.807351999999998,961.3333,4.546355999999999,948.0723,,,,,,,,,,,,,,
2017-06-06 17:34:21,93.49669,,,,,,,,,,,,,,,,,,,
2017-06-06 17:39:21,92.44876,,,,,,,,,,,,,,,,,,,
2017-06-06 17:44:20,90.89228,,,,,,,,,,,,,,,,,,,
2017-06-06 17:45:00,,943.9144,0.0,911.0,32.914406,911.0,,,,,,,,,,,,,,
2017-06-06 17:49:21,89.81353,,,,,,,,,,,,,,,,,,,
2017-06-06 17:54:20,88.68855,,,,,,,,,,,,,,,,,,,
2017-06-06 17:59:21,87.54816,,,,,,,,,,,,,,,,,,,
2017-06-06 18:00:00,,858.7217400000001,3.0929363,838.6667,23.147995,838.6667,77.04,0.25,64.21,0.66,partly-cloudy-day,0.0,0.0,,1017.9,Partly Cloudy,76.6,10.0,41.0,10.11
2017-06-06 18:04:20,86.34612,,,,,,,,,,,,,,,,,,,
2017-06-06 18:09:19,85.34443,,,,,,,,,,,,,,,,,,,
2017-06-06 18:14:20,84.43519599999999,,,,,,,,,,,,,,,,,,,
2017-06-06 18:15:00,,1109.2845,3.2709987000000003,1104.0,8.555568,1104.0,,,,,,,,,,,,,,
2017-06-06 18:19:19,83.52597,,,,,,,,,,,,,,,,,,,
2017-06-06 18:24:20,82.03113,,,,,,,,,,,,,,,,,,,
2017-06-06 18:29:19,80.78286,,,,,,,,,,,,,,,,,,,
2017-06-06 18:30:00,,1058.6307,0.46379090000000006,1055.3334,3.761195,1055.3334,,,,,,,,,,,,,,
2017-06-06 18:34:18,79.50378,,,,,,,,,,,,,,,,,,,
2017-06-06 18:39:19,78.16305,,,,,,,,,,,,,,,,,,,
2017-06-06 18:44:18,76.83771999999999,,,,,,,,,,,,,,,,,,,
2017-06-06 18:45:00,,1155.8883,8.444969,1164.3334,0.0,1155.8883,,,,,,,,,,,,,,
2017-06-06 18:49:19,75.52781999999999,,,,,,,,,,,,,,,,,,,
2017-06-06 18:54:18,74.0638,,,,,,,,,,,,,,,,,,,
2017-06-06 18:59:17,72.4765,,,,,,,,,,,,,,,,,,,
2017-06-06 19:00:00,,1397.3292,10.965367,1399.3334,8.961267999999999,1397.3292,78.53,0.0,63.6,0.61,clear-day,0.0,0.0,,1018.1,Clear,78.14,10.0,39.0,11.0
2017-06-06 19:04:18,70.79673000000001,,,,,,,,,,,,,,,,,,,
2017-06-06 19:09:17,68.79334,,,,,,,,,,,,,,,,,,,
2017-06-06 19:14:18,67.23686,,,,,,,,,,,,,,,,,,,
2017-06-06 19:15:00,,1100.9492,2.2401402000000004,1097.6666,5.522761,1097.6666,,,,,,,,,,,,,,
2017-06-06 19:19:17,65.60333,,,,,,,,,,,,,,,,,,,
2017-06-06 19:24:17,64.170135,,,,,,,,,,,,,,,,,,,
2017-06-06 19:29:17,62.891045,,,,,,,,,,,,,,,,,,,
2017-06-06 19:30:00,,946.4231,3.4499512,938.6667,11.20637,938.6667,,,,,,,,,,,,,,
2017-06-06 19:34:17,61.658190000000005,,,,,,,,,,,,,,,,,,,
2017-06-06 19:39:17,60.394512,,,,,,,,,,,,,,,,,,,
2017-06-06 19:44:17,59.053782999999996,,,,,,,,,,,,,,,,,,,
2017-06-06 19:45:00,,1124.1498,10.923276,1134.6666,0.40636063,1124.1498,,,,,,,,,,,,,,
2017-06-06 19:49:16,57.682230000000004,,,,,,,,,,,,,,,,,,,
2017-06-06 19:54:17,56.141163,,,,,,,,,,,,,,,,,,,
2017-06-06 19:59:16,54.923717,,,,,,,,,,,,,,,,,,,
2017-06-06 20:00:00,,924.7859,2.6482494,923.0,4.4341335,923.0,79.94,0.0,62.52,0.56,clear-day,0.0,0.0,,1018.22,Clear,79.65,10.0,39.0,11.91
2017-06-06 20:04:14,53.721683999999996,,,,,,,,,,,,,,,,,,,
2017-06-06 20:09:16,52.56588000000001,,,,,,,,,,,,,,,,,,,
2017-06-06 20:14:15,51.348434000000005,,,,,,,,,,,,,,,,,,,
2017-06-06 20:15:00,,958.2029,3.5498046999999997,961.0,0.7527313,958.2029,,,,,,,,,,,,,,
2017-06-06 20:19:14,50.084759999999996,,,,,,,,,,,,,,,,,,,
2017-06-06 20:24:15,48.928955,,,,,,,,,,,,,,,,,,,
2017-06-06 20:29:15,47.588226,,,,,,,,,,,,,,,,,,,
2017-06-06 20:30:00,,1339.4622,5.7113190000000005,1340.3334,4.840093,1339.4622,,,,,,,,,,,,,,
2017-06-06 20:34:15,45.785175,,,,,,,,,,,,,,,,,,,
2017-06-06 20:39:15,44.09,,,,,,,,,,,,,,,,,,,
2017-06-06 20:44:14,42.56434,,,,,,,,,,,,,,,,,,,
2017-06-06 20:45:00,,1016.946,6.4053535,1018.0,4.3513184,1016.946,,,,,,,,,,,,,,
2017-06-06 20:45:34,42.179072999999995,,,,,,,,,,,,,,,,,,,
2017-06-06 20:50:00,40.992447,,,,,,,,,,,,,,,,,,,
2017-06-06 20:54:59,39.713359999999994,,,,,,,,,,,,,,,,,,,
2017-06-06 20:59:59,38.341809999999995,,,,,,,,,,,,,,,,,,,
2017-06-06 21:00:00,,1033.9191,5.7982736,1037.6666,2.0506897,1033.9191,82.34,0.0,63.48,0.56,clear-day,0.0,0.0,,1018.06,Clear,80.91,10.0,39.0,10.55
2017-06-06 21:04:59,36.6004,,,,,,,,,,,,,,,,,,,
2017-06-06 21:09:59,35.275079999999996,,,,,,,,,,,,,,,,,,,
2017-06-06 21:14:58,33.91894,,,,,,,,,,,,,,,,,,,
2017-06-06 21:15:00,,1053.1252,7.258428,1056.6666,3.7169597000000003,1053.1252,,,,,,,,,,,,,,
2017-06-06 21:19:59,32.686085,,,,,,,,,,,,,,,,,,,
2017-06-06 21:24:58,31.422407,,,,,,,,,,,,,,,,,,,
2017-06-06 21:29:59,30.466944,,,,,,,,,,,,,,,,,,,
2017-06-06 21:30:00,,1336.3652,6.788185,1332.3334,10.820045,1332.3334,,,,,,,,,,,,,,
2017-06-06 21:34:58,27.30775,,,,,,,,,,,,,,,,,,,
2017-06-06 21:39:57,25.535522,,,,,,,,,,,,,,,,,,,
2017-06-06 21:44:58,23.732470000000003,,,,,,,,,,,,,,,,,,,
2017-06-06 21:45:00,,1308.4503,17.819917999999998,1341.3334,1.9369202,1308.4503,,,,,,,,,,,,,,
2017-06-06 21:49:57,21.72908,,,,,,,,,,,,,,,,,,,
2017-06-06 21:54:58,20.080135000000002,,,,,,,,,,,,,,,,,,,
2017-06-06 21:59:57,18.64694,,,,,,,,,,,,,,,,,,,
2017-06-06 22:00:00,,1937.9579,12.200861999999999,1946.0,4.158712,1937.9579,82.71,0.0,64.75,0.58,clear-day,0.0,0.0,,1017.81,Clear,80.95,10.0,29.0,10.09
2017-06-06 22:04:56,16.736015,,,,,,,,,,,,,,,,,,,
2017-06-06 22:09:57,14.532286,,,,,,,,,,,,,,,,,,,
2017-06-06 22:14:56,12.035753,,,,,,,,,,,,,,,,,,,
2017-06-06 22:15:00,,1383.8744,0.0,350.33333999999996,1040.8743,350.33333999999996,,,,,,,,,,,,,,
2017-06-06 22:19:57,10.294344,,,,,,,,,,,,,,,,,,,
2017-06-06 22:24:56,9.970719,,,,,,,,,,,,,,,,,,,
2017-06-06 22:29:56,9.970719,,,,,,,,,,,,,,,,,,,
2017-06-06 22:30:00,,1266.3993,0.0,0.0,1278.066,0.0,,,,,,,,,,,,,,
2017-06-06 22:34:56,9.970719,,,,,,,,,,,,,,,,,,,
2017-06-06 22:39:55,9.970719,,,,,,,,,,,,,,,,,,,
2017-06-06 22:44:56,9.970719,,,,,,,,,,,,,,,,,,,
2017-06-06 22:45:00,,1114.3817,0.0,0.0,1119.3817,0.0,,,,,,,,,,,,,,
2017-06-06 22:49:55,9.970719,,,,,,,,,,,,,,,,,,,
2017-06-06 22:54:55,9.970719,,,,,,,,,,,,,,,,,,,
2017-06-06 22:59:55,9.970719,,,,,,,,,,,,,,,,,,,
2017-06-06 23:00:00,,1318.5765,0.0,0.0,1330.5765,0.0,81.5,0.27,62.83,0.56,partly-cloudy-day,0.0,0.0,,1017.58,Partly Cloudy,80.14,10.0,32.0,9.33
2017-06-06 23:04:55,9.970719,,,,,,,,,,,,,,,,,,,
2017-06-06 23:09:55,9.970719,,,,,,,,,,,,,,,,,,,
2017-06-06 23:14:55,9.970719,,,,,,,,,,,,,,,,,,,
2017-06-06 23:15:00,,1421.6907,0.0,0.0,1428.0239,0.0,,,,,,,,,,,,,,
2017-06-06 23:19:54,9.970719,,,,,,,,,,,,,,,,,,,
2017-06-06 23:24:55,9.970719,,,,,,,,,,,,,,,,,,,
2017-06-06 23:29:54,9.90755,,,,,,,,,,,,,,,,,,,
2017-06-06 23:30:00,,1199.9745,0.0,0.0,1220.9745,0.0,,,,,,,,,,,,,,
2017-06-06 23:34:55,9.632603,,,,,,,,,,,,,,,,,,,
2017-06-06 23:39:54,9.506173,,,,,,,,,,,,,,,,,,,
2017-06-06 23:44:55,9.384164,,,,,,,,,,,,,,,,,,,
2017-06-06 23:45:00,,1279.7665,0.0,0.0,1284.4332,0.0,,,,,,,,,,,,,,
2017-06-06 23:49:54,9.368730000000001,,,,,,,,,,,,,,,,,,,
2017-06-06 23:54:53,9.346083,,,,,,,,,,,,,,,,,,,
2017-06-06 23:59:54,9.212963,,,,,,,,,,,,,,,,,,,
2017-06-07 00:00:00,,1124.7343,0.0,0.0,1138.0676,0.0,81.93,0.21,63.23,0.56,clear-day,0.0,0.0,,1017.1,Clear,80.53,10.0,41.0,9.22
2017-06-07 00:04:53,9.231244,,,,,,,,,,,,,,,,,,,
2017-06-07 00:09:54,9.183516000000001,,,,,,,,,,,,,,,,,,,
2017-06-07 00:14:53,9.245254,,,,,,,,,,,,,,,,,,,
2017-06-07 00:15:00,,1330.0237,0.0,0.0,1345.0237,0.0,,,,,,,,,,,,,,
2017-06-07 00:19:52,9.131644,,,,,,,,,,,,,,,,,,,
2017-06-07 00:24:53,9.277554499999999,,,,,,,,,,,,,,,,,,,
2017-06-07 00:29:52,9.253548,,,,,,,,,,,,,,,,,,,
2017-06-07 00:30:00,,807.2548,0.0,0.0,818.5882,0.0,,,,,,,,,,,,,,
2017-06-07 00:34:53,9.340744,,,,,,,,,,,,,,,,,,,
2017-06-07 00:39:52,9.315237,,,,,,,,,,,,,,,,,,,
2017-06-07 00:44:51,9.313801,,,,,,,,,,,,,,,,,,,
2017-06-07 00:45:00,,882.7595,0.0,0.0,899.0929,0.0,,,,,,,,,,,,,,
2017-06-07 00:49:52,9.402500999999999,,,,,,,,,,,,,,,,,,,
2017-06-07 00:54:51,9.320988,,,,,,,,,,,,,,,,,,,
2017-06-07 00:59:52,9.320988,,,,,,,,,,,,,,,,,,,
2017-06-07 01:00:00,,935.2219,0.0,0.0,948.5553,0.0,81.76,0.2,63.32,0.56,clear-day,0.0,0.0,,1016.87,Clear,80.31,10.0,36.0,11.35
2017-06-07 01:04:51,9.4063225,,,,,,,,,,,,,,,,,,,
2017-06-07 01:09:51,9.40105,,,,,,,,,,,,,,,,,,,
2017-06-07 01:14:51,9.399599,,,,,,,,,,,,,,,,,,,
2017-06-07 01:15:00,,865.43555,0.0,0.0,876.43555,0.0,,,,,,,,,,,,,,
2017-06-07 01:19:51,9.409765,,,,,,,,,,,,,,,,,,,
2017-06-07 01:24:51,9.476771000000001,,,,,,,,,,,,,,,,,,,
2017-06-07 01:29:51,9.563474000000001,,,,,,,,,,,,,,,,,,,
2017-06-07 01:30:00,,811.1552,0.0,0.0,821.4885,0.0,,,,,,,,,,,,,,
2017-06-07 01:34:50,9.423760000000001,,,,,,,,,,,,,,,,,,,
2017-06-07 01:39:51,9.561997999999999,,,,,,,,,,,,,,,,,,,
2017-06-07 01:44:50,9.570855,,,,,,,,,,,,,,,,,,,
2017-06-07 01:45:00,,824.9989999999999,0.0,2.3333334999999997,821.6657,2.3333334999999997,,,,,,,,,,,,,,
2017-06-07 01:49:50,9.570855,,,,,,,,,,,,,,,,,,,
2017-06-07 01:54:50,9.561997999999999,,,,,,,,,,,,,,,,,,,
2017-06-07 01:59:50,9.574468,,,,,,,,,,,,,,,,,,,
2017-06-07 02:00:00,,685.2089,0.0,0.0,714.2089,0.0,79.83,0.26,65.87,0.64,partly-cloudy-day,0.0,0.0,,1016.78,Partly Cloudy,79.21,10.0,40.0,9.02
2017-06-07 02:04:50,9.570855,,,,,,,,,,,,,,,,,,,
2017-06-07 02:09:49,9.649529,,,,,,,,,,,,,,,,,,,
2017-06-07 02:14:50,9.6391115,,,,,,,,,,,,,,,,,,,
2017-06-07 02:15:00,,697.8844,0.0,0.0,718.2178,0.0,,,,,,,,,,,,,,
2017-06-07 02:19:49,9.663476,,,,,,,,,,,,,,,,,,,
2017-06-07 02:24:50,9.666975,,,,,,,,,,,,,,,,,,,
2017-06-07 02:29:49,9.666975,,,,,,,,,,,,,,,,,,,
2017-06-07 02:30:00,,675.1214,0.0,0.0,682.1214,0.0,,,,,,,,,,,,,,
2017-06-07 02:34:48,9.663476,,,,,,,,,,,,,,,,,,,
2017-06-07 02:39:49,9.569378,,,,,,,,,,,,,,,,,,,
2017-06-07 02:44:48,9.67742,,,,,,,,,,,,,,,,,,,
2017-06-07 02:45:00,,507.67312999999996,0.0,0.0,522.3398,0.0,,,,,,,,,,,,,,
2017-06-07 02:49:49,9.740661,,,,,,,,,,,,,,,,,,,
2017-06-07 02:54:48,9.742562,,,,,,,,,,,,,,,,,,,
2017-06-07 02:59:48,9.661984,,,,,,,,,,,,,,,,,,,
2017-06-07 03:00:00,,704.544,0.0,0.0,708.544,0.0,78.26,0.24,66.08,0.68,clear-day,0.0,0.0,,1016.78,Clear,77.62,10.0,27.0,8.73
2017-06-07 03:04:48,9.740661,,,,,,,,,,,,,,,,,,,
2017-06-07 03:09:48,9.744064,,,,,,,,,,,,,,,,,,,
2017-06-07 03:14:48,9.754592,,,,,,,,,,,,,,,,,,,
2017-06-07 03:15:00,,655.602,0.0,0.0,662.9353,0.0,,,,,,,,,,,,,,
2017-06-07 03:19:48,9.825698,,,,,,,,,,,,,,,,,,,
2017-06-07 03:24:47,9.754592,,,,,,,,,,,,,,,,,,,
2017-06-07 03:29:46,9.8241825,,,,,,,,,,,,,,,,,,,
2017-06-07 03:30:00,,608.4042,0.0,0.0,618.4042,0.0,,,,,,,,,,,,,,
2017-06-07 03:34:47,9.740661,,,,,,,,,,,,,,,,,,,
2017-06-07 03:39:46,9.8241825,,,,,,,,,,,,,,,,,,,
2017-06-07 03:44:47,9.754592,,,,,,,,,,,,,,,,,,,
2017-06-07 03:45:00,,782.6483,0.0,0.0,791.3149400000001,0.0,,,,,,,,,,,,,,
2017-06-07 03:49:46,9.740661,,,,,,,,,,,,,,,,,,,
2017-06-07 03:54:47,9.768517999999998,,,,,,,,,,,,,,,,,,,
2017-06-07 03:59:46,9.754592,,,,,,,,,,,,,,,,,,,
2017-06-07 04:00:00,,891.8077400000001,0.0,0.0,906.1411,0.0,77.78,0.14,66.1,0.69,clear-day,0.0,0.0,,1017.21,Clear,77.13,10.0,34.0,8.16
2017-06-07 04:04:46,9.8471985,,,,,,,,,,,,,,,,,,,
2017-06-07 04:09:46,9.8471985,,,,,,,,,,,,,,,,,,,
2017-06-07 04:14:45,9.8332815,,,,,,,,,,,,,,,,,,,
2017-06-07 04:15:00,,954.3555,0.0,0.0,965.0222,0.0,,,,,,,,,,,,,,
2017-06-07 04:19:46,9.836571000000001,,,,,,,,,,,,,,,,,,,
2017-06-07 04:24:45,9.892141,,,,,,,,,,,,,,,,,,,
2017-06-07 04:29:45,9.8471985,,,,,,,,,,,,,,,,,,,
2017-06-07 04:30:00,,690.3944,0.0,0.0,704.3944,0.0,,,,,,,,,,,,,,
2017-06-07 04:34:45,9.893666,,,,,,,,,,,,,,,,,,,
2017-06-07 04:39:45,9.915189,,,,,,,,,,,,,,,,,,,
2017-06-07 04:44:45,9.8471985,,,,,,,,,,,,,,,,,,,
2017-06-07 04:45:00,,793.92865,0.0,0.0,802.2619599999999,0.0,,,,,,,,,,,,,,
2017-06-07 04:49:45,9.901296,,,,,,,,,,,,,,,,,,,
2017-06-07 04:54:44,9.893666,,,,,,,,,,,,,,,,,,,
2017-06-07 04:59:45,9.915189,,,,,,,,,,,,,,,,,,,
2017-06-07 05:00:00,,762.99445,0.0,0.0,762.99445,0.0,76.47,0.14,66.14,0.72,clear-night,0.0,0.0,,1017.85,Clear,75.81,9.21,43.0,8.18
2017-06-07 05:04:44,9.893666,,,,,,,,,,,,,,,,,,,
2017-06-07 05:09:45,9.901296,,,,,,,,,,,,,,,,,,,
2017-06-07 05:14:44,9.901296,,,,,,,,,,,,,,,,,,,
2017-06-07 05:15:00,,623.7202,0.0,0.0,643.3869,0.0,,,,,,,,,,,,,,
2017-06-07 05:19:43,9.90755,,,,,,,,,,,,,,,,,,,
2017-06-07 05:24:44,9.9167185,,,,,,,,,,,,,,,,,,,
2017-06-07 05:29:43,9.915189,,,,,,,,,,,,,,,,,,,
2017-06-07 05:30:00,,828.465,0.0,0.0,836.7984,0.0,,,,,,,,,,,,,,
2017-06-07 05:34:44,9.970719,,,,,,,,,,,,,,,,,,,
2017-06-07 05:39:43,9.970719,,,,,,,,,,,,,,,,,,,
2017-06-07 05:44:42,9.970719,,,,,,,,,,,,,,,,,,,
2017-06-07 05:45:00,,624.1387,0.0,0.0,626.47205,0.0,,,,,,,,,,,,,,
2017-06-07 05:49:43,9.915189,,,,,,,,,,,,,,,,,,,
2017-06-07 05:54:42,9.915189,,,,,,,,,,,,,,,,,,,
2017-06-07 05:59:43,9.970719,,,,,,,,,,,,,,,,,,,
2017-06-07 06:00:00,,650.79834,0.0,10.333333,641.465,10.333333,74.29,0.25,67.36,0.81,partly-cloudy-night,0.0032,0.11,rain,1018.31,Partly Cloudy,73.42,9.54,26.0,6.8
2017-06-07 06:04:41,9.915189,,,,,,,,,,,,,,,,,,,
2017-06-07 06:09:42,9.970719,,,,,,,,,,,,,,,,,,,
2017-06-07 06:14:42,9.970719,,,,,,,,,,,,,,,,,,,
2017-06-07 06:15:00,,831.1843,0.0,11.333333,819.8510000000001,11.333333,,,,,,,,,,,,,,
2017-06-07 06:19:41,9.915189,,,,,,,,,,,,,,,,,,,
2017-06-07 06:24:42,9.970719,,,,,,,,,,,,,,,,,,,
2017-06-07 06:29:41,9.970719,,,,,,,,,,,,,,,,,,,
2017-06-07 06:30:00,,911.26184,0.0,203.66666999999998,707.5952,203.66666999999998,,,,,,,,,,,,,,
2017-06-07 06:34:42,9.970719,,,,,,,,,,,,,,,,,,,
2017-06-07 06:39:41,9.970719,,,,,,,,,,,,,,,,,,,
2017-06-07 06:44:40,9.970719,,,,,,,,,,,,,,,,,,,
2017-06-07 06:45:00,,1074.5928,0.0,625.3333,449.2594,625.3333,,,,,,,,,,,,,,
2017-06-07 06:49:41,9.970719,,,,,,,,,,,,,,,,,,,
2017-06-07 06:54:40,9.970719,,,,,,,,,,,,,,,,,,,
2017-06-07 06:59:41,9.970719,,,,,,,,,,,,,,,,,,,
2017-06-07 07:00:00,,884.868,90.61613,819.3333,156.1508,819.3333,74.91,0.0,66.72,0.78,clear-night,0.0,0.0,,1018.83,Clear,74.14,10.0,37.0,5.02
2017-06-07 07:04:40,9.970719,,,,,,,,,,,,,,,,,,,
2017-06-07 07:09:41,9.970719,,,,,,,,,,,,,,,,,,,
2017-06-07 07:14:40,9.970719,,,,,,,,,,,,,,,,,,,
2017-06-07 07:15:00,,657.36865,119.02518500000001,755.3333,21.060516,657.36865,,,,,,,,,,,,,,
2017-06-07 07:19:39,10.64879,,,,,,,,,,,,,,,,,,,
2017-06-07 07:24:40,11.897057,,,,,,,,,,,,,,,,,,,
2017-06-07 07:29:39,12.266913,,,,,,,,,,,,,,,,,,,
2017-06-07 07:30:00,,1099.6393,207.82173,1240.0,67.46103000000001,1099.6393,,,,,,,,,,,,,,
2017-06-07 07:34:40,12.266913,,,,,,,,,,,,,,,,,,,
2017-06-07 07:39:39,12.266913,,,,,,,,,,,,,,,,,,,
2017-06-07 07:44:38,12.975805000000001,,,,,,,,,,,,,,,,,,,
2017-06-07 07:45:00,,1146.3132,48.96882,808.0,386.282,808.0,,,,,,,,,,,,,,
2017-06-07 07:49:39,13.345661999999999,,,,,,,,,,,,,,,,,,,
2017-06-07 07:54:38,13.345661999999999,,,,,,,,,,,,,,,,,,,
2017-06-07 07:59:39,13.391894,,,,,,,,,,,,,,,,,,,
2017-06-07 08:00:00,,1004.0045,130.60828,934.6667,199.94612,934.6667,74.98,0.0,67.06,0.79,clear-night,0.0,0.0,,1019.19,Clear,74.17,10.0,43.0,4.92
2017-06-07 08:04:38,13.592232999999998,,,,,,,,,,,,,,,,,,,
2017-06-07 08:09:38,13.715519,,,,,,,,,,,,,,,,,,,
2017-06-07 08:14:38,13.807982,,,,,,,,,,,,,,,,,,,
2017-06-07 08:15:00,,945.9046599999999,8.436432,882.6667,71.67441600000001,882.6667,,,,,,,,,,,,,,
2017-06-07 08:19:38,13.869625,,,,,,,,,,,,,,,,,,,
2017-06-07 08:24:38,14.763446,,,,,,,,,,,,,,,,,,,
2017-06-07 08:29:38,16.890121,,,,,,,,,,,,,,,,,,,
2017-06-07 08:30:00,,1110.4468,0.0,1068.0,42.44678,1068.0,,,,,,,,,,,,,,
2017-06-07 08:34:37,17.105871,,,,,,,,,,,,,,,,,,,
2017-06-07 08:39:38,17.25998,,,,,,,,,,,,,,,,,,,
2017-06-07 08:44:37,17.799353,,,,,,,,,,,,,,,,,,,
2017-06-07 08:45:00,,1315.5972,12.402814,1328.0,0.0,1315.5972,,,,,,,,,,,,,,
2017-06-07 08:49:38,17.907228,,,,,,,,,,,,,,,,,,,
2017-06-07 08:54:37,18.184620000000002,,,,,,,,,,,,,,,,,,,
