,batteryPercentageState,powerConsumption,powerFeedIn,powerProduction,powerPurchased,powerSelfConsumption,apparentTemperature,cloudCover,dewPoint,humidity,icon,precipIntensity,precipProbability,precipType,pressure,summary,temperature,visibility,windBearing,windSpeed
2017-06-19 07:00:00,,1276.0928,28.899084000000002,842.3333,462.65857,842.3333,75.01,0.09,66.83,0.78,clear-night,0.0,0.0,,1016.8,Clear,74.23,10.0,52.0,2.63
2017-06-19 07:04:40,10.074050999999999,,,,,,,,,,,,,,,,,,,
2017-06-19 07:09:40,10.506017,,,,,,,,,,,,,,,,,,,
2017-06-19 07:14:40,11.107683,,,,,,,,,,,,,,,,,,,
2017-06-19 07:15:00,,967.6046,3.898936,748.3333,223.17018,748.3333,,,,,,,,,,,,,,
2017-06-19 07:19:39,11.709349000000001,,,,,,,,,,,,,,,,,,,
2017-06-19 07:24:40,11.940759,,,,,,,,,,,,,,,,,,,
2017-06-19 07:29:39,11.940759,,,,,,,,,,,,,,,,,,,
2017-06-19 07:30:00,,1005.7541,6.897257300000001,971.6667,40.98467,971.6667,,,,,,,,,,,,,,
2017-06-19 07:34:39,11.940759,,,,,,,,,,,,,,,,,,,
2017-06-19 07:39:39,11.940759,,,,,,,,,,,,,,,,,,,
2017-06-19 07:44:38,12.156742,,,,,,,,,,,,,,,,,,,
2017-06-19 07:45:00,,750.5066,9.507518,760.0,0.014109294,750.5066,,,,,,,,,,,,,,
2017-06-19 07:49:39,12.696698,,,,,,,,,,,,,,,,,,,
2017-06-19 07:54:38,13.452638,,,,,,,,,,,,,,,,,,,
2017-06-19 07:59:39,15.87473,,,,,,,,,,,,,,,,,,,
2017-06-19 08:00:00,,991.9183300000001,35.80345,1027.6666,0.05514018,991.9183300000001,74.62,0.06,66.4,0.77,clear-night,0.0,0.0,,1017.21,Clear,73.89,9.88,75.0,1.98
2017-06-19 08:04:37,17.895712,,,,,,,,,,,,,,,,,,,
2017-06-19 08:09:39,18.204258,,,,,,,,,,,,,,,,,,,
2017-06-19 08:14:38,18.77507,,,,,,,,,,,,,,,,,,,
2017-06-19 08:15:00,,897.6411,0.0,817.0,80.64111,817.0,,,,,,,,,,,,,,
2017-06-19 08:19:37,19.962975,,,,,,,,,,,,,,,,,,,
2017-06-19 08:24:38,20.549213,,,,,,,,,,,,,,,,,,,
2017-06-19 08:29:37,20.56464,,,,,,,,,,,,,,,,,,,
2017-06-19 08:30:00,,994.3556,87.31111,1081.6666,0.0,994.3556,,,,,,,,,,,,,,
2017-06-19 08:34:38,20.055538000000002,,,,,,,,,,,,,,,,,,,
2017-06-19 08:39:37,20.040112,,,,,,,,,,,,,,,,,,,
2017-06-19 08:44:38,20.055538000000002,,,,,,,,,,,,,,,,,,,
2017-06-19 08:45:00,,1210.5977,0.0,1143.3334,67.26436,1143.3334,,,,,,,,,,,,,,
2017-06-19 08:49:37,20.271520000000002,,,,,,,,,,,,,,,,,,,
2017-06-19 08:54:36,20.317802,,,,,,,,,,,,,,,,,,,
2017-06-19 08:59:37,22.134813,,,,,,,,,,,,,,,,,,,
2017-06-19 09:00:00,,1056.6302,12.038133,1061.6666,7.001672999999999,1056.6302,73.32,0.07,66.25,0.81,clear-night,0.0,0.0,,1017.2,Clear,72.57,10.0,93.0,0.79
2017-06-19 09:04:36,24.637457,,,,,,,,,,,,,,,,,,,
2017-06-19 09:09:37,26.380746999999996,,,,,,,,,,,,,,,,,,,
2017-06-19 09:14:36,27.182968,,,,,,,,,,,,,,,,,,,
2017-06-19 09:15:00,,758.7654,0.0,496.33334,262.43204,496.33334,,,,,,,,,,,,,,
2017-06-19 09:19:36,28.401728000000002,,,,,,,,,,,,,,,,,,,
2017-06-19 09:24:36,30.638690000000004,,,,,,,,,,,,,,,,,,,
2017-06-19 09:29:36,32.351128,,,,,,,,,,,,,,,,,,,
2017-06-19 09:30:00,,981.0914,170.65877,1087.6666,64.08348000000001,981.0914,,,,,,,,,,,,,,
2017-06-19 09:34:35,33.631596,,,,,,,,,,,,,,,,,,,
2017-06-19 09:39:35,34.896637,,,,,,,,,,,,,,,,,,,
2017-06-19 09:44:35,35.066338,,,,,,,,,,,,,,,,,,,
2017-06-19 09:45:00,,658.4171,279.2052,865.6667,70.95563,658.4171,,,,,,,,,,,,,,
2017-06-19 09:49:35,38.81518,,,,,,,,,,,,,,,,,,,
2017-06-19 09:54:35,42.36347,,,,,,,,,,,,,,,,,,,
2017-06-19 09:59:34,45.510643,,,,,,,,,,,,,,,,,,,
2017-06-19 10:00:00,,1757.4696,0.0,1579.0,178.46957,1579.0,73.0,0.05,65.86,0.8,clear-night,0.0,0.0,,1016.91,Clear,72.3,9.2,36.0,2.64
2017-06-19 10:04:35,46.88368,,,,,,,,,,,,,,,,,,,
2017-06-19 10:09:34,48.21043,,,,,,,,,,,,,,,,,,,
2017-06-19 10:14:33,49.166924,,,,,,,,,,,,,,,,,,,
2017-06-19 10:15:00,,2414.0112,0.0,2253.0,161.01118,2253.0,,,,,,,,,,,,,,
2017-06-19 10:19:34,49.043507,,,,,,,,,,,,,,,,,,,
2017-06-19 10:24:33,49.228634,,,,,,,,,,,,,,,,,,,
2017-06-19 10:29:34,50.215984000000006,,,,,,,,,,,,,,,,,,,
2017-06-19 10:30:00,,1719.2921,68.28492,1697.3334,90.24365,1697.3334,,,,,,,,,,,,,,
2017-06-19 10:34:33,51.589016,,,,,,,,,,,,,,,,,,,
2017-06-19 10:39:34,52.962047999999996,,,,,,,,,,,,,,,,,,,
2017-06-19 10:44:33,55.769825,,,,,,,,,,,,,,,,,,,
2017-06-19 10:45:00,,792.2711,11.338515,787.6667,15.942982999999998,787.6667,,,,,,,,,,,,,,
2017-06-19 10:49:34,58.87072,,,,,,,,,,,,,,,,,,,
2017-06-19 10:54:33,60.968838,,,,,,,,,,,,,,,,,,,
2017-06-19 10:59:32,63.344646,,,,,,,,,,,,,,,,,,,
2017-06-19 11:00:00,,1138.1882,857.47845,1995.6666,0.0,1138.1882,72.4,0.05,64.69,0.78,clear-night,0.0,0.0,,1016.38,Clear,71.84,10.0,97.0,2.55
2017-06-19 11:04:33,66.63067,,,,,,,,,,,,,,,,,,,
2017-06-19 11:09:32,70.51836,,,,,,,,,,,,,,,,,,,
2017-06-19 11:14:33,74.406044,,,,,,,,,,,,,,,,,,,
2017-06-19 11:15:00,,902.1043,11.948358,900.0,14.052653,900.0,,,,,,,,,,,,,,
2017-06-19 11:19:32,78.232025,,,,,,,,,,,,,,,,,,,
2017-06-19 11:24:33,79.09918,,,,,,,,,,,,,,,,,,,
2017-06-19 11:29:32,79.11139,,,,,,,,,,,,,,,,,,,
2017-06-19 11:30:00,,757.7794,23.553907000000002,781.3333,0.0,757.7794,,,,,,,,,,,,,,
2017-06-19 11:34:32,79.80561999999999,,,,,,,,,,,,,,,,,,,
2017-06-19 11:39:32,81.78031,,,,,,,,,,,,,,,,,,,
2017-06-19 11:44:31,83.477325,,,,,,,,,,,,,,,,,,,
2017-06-19 11:45:00,,757.3953,6.6082344,755.0,9.003559,755.0,,,,,,,,,,,,,,
2017-06-19 11:49:31,84.89664,,,,,,,,,,,,,,,,,,,
2017-06-19 11:54:31,87.07189,,,,,,,,,,,,,,,,,,,
2017-06-19 11:59:31,89.7871,,,,,,,,,,,,,,,,,,,
2017-06-19 12:00:00,,738.0013,2823.3320000000003,3576.0,0.0,738.0013,72.29,0.24,63.71,0.76,clear-night,0.0,0.0,,1015.85,Clear,71.85,10.0,46.0,3.27
2017-06-19 12:04:31,93.42795600000001,,,,,,,,,,,,,,,,,,,
2017-06-19 12:09:31,96.48257,,,,,,,,,,,,,,,,,,,
2017-06-19 12:14:30,100.0,,,,,,,,,,,,,,,,,,,
2017-06-19 12:15:00,,719.6362,3574.697,4294.3335,0.0,719.6362,,,,,,,,,,,,,,
2017-06-19 12:19:31,100.0,,,,,,,,,,,,,,,,,,,
2017-06-19 12:24:30,100.0,,,,,,,,,,,,,,,,,,,
2017-06-19 12:29:29,100.0,,,,,,,,,,,,,,,,,,,
2017-06-19 12:30:00,,797.79266,3593.8740000000003,4391.6665,0.0,797.79266,,,,,,,,,,,,,,
2017-06-19 12:34:30,100.0,,,,,,,,,,,,,,,,,,,
2017-06-19 12:39:29,100.0,,,,,,,,,,,,,,,,,,,
2017-06-19 12:44:30,100.0,,,,,,,,,,,,,,,,,,,
2017-06-19 12:45:00,,868.41724,2955.9159999999997,3824.3333,0.0,868.41724,,,,,,,,,,,,,,
2017-06-19 12:49:29,100.0,,,,,,,,,,,,,,,,,,,
2017-06-19 12:54:30,100.0,,,,,,,,,,,,,,,,,,,
2017-06-19 12:59:29,100.0,,,,,,,,,,,,,,,,,,,
2017-06-19 13:00:00,,989.96686,2755.3665,3729.6667,0.0,989.96686,71.25,0.12,63.41,0.77,clear-night,0.0,0.0,,1015.62,Clear,70.83,10.0,55.0,4.97
2017-06-19 13:04:30,100.0,,,,,,,,,,,,,,,,,,,
2017-06-19 13:09:29,100.0,,,,,,,,,,,,,,,,,,,
2017-06-19 13:14:28,100.0,,,,,,,,,,,,,,,,,,,
2017-06-19 13:15:00,,904.76105,3966.5723,4871.3335,0.0,904.76105,,,,,,,,,,,,,,
2017-06-19 13:19:29,100.0,,,,,,,,,,,,,,,,,,,
2017-06-19 13:24:28,100.0,,,,,,,,,,,,,,,,,,,
2017-06-19 13:29:29,100.0,,,,,,,,,,,,,,,,,,,
2017-06-19 13:30:00,,1100.7673,3227.566,4328.3335,0.0,1100.7673,,,,,,,,,,,,,,
2017-06-19 13:34:28,100.0,,,,,,,,,,,,,,,,,,,
2017-06-19 13:39:29,100.0,,,,,,,,,,,,,,,,,,,
2017-06-19 13:44:28,100.0,,,,,,,,,,,,,,,,,,,
2017-06-19 13:45:00,,826.51807,4050.482,4877.0,0.0,826.51807,,,,,,,,,,,,,,
2017-06-19 13:49:28,100.0,,,,,,,,,,,,,,,,,,,
2017-06-19 13:54:28,100.0,,,,,,,,,,,,,,,,,,,
2017-06-19 13:59:27,100.0,,,,,,,,,,,,,,,,,,,
2017-06-19 14:00:00,,610.7370599999999,1702.5963,2313.3333,0.0,610.7370599999999,71.82,0.0,62.81,0.74,clear-night,0.0,0.0,,1015.56,Clear,71.49,10.0,65.0,4.12
2017-06-19 14:04:28,100.0,,,,,,,,,,,,,,,,,,,
2017-06-19 14:09:26,100.0,,,,,,,,,,,,,,,,,,,
2017-06-19 14:14:27,100.0,,,,,,,,,,,,,,,,,,,
2017-06-19 14:15:00,,970.63666,1370.03,2343.3333,0.0,970.63666,,,,,,,,,,,,,,
2017-06-19 14:19:27,100.0,,,,,,,,,,,,,,,,,,,
2017-06-19 14:24:27,100.0,,,,,,,,,,,,,,,,,,,
2017-06-19 14:29:26,100.0,,,,,,,,,,,,,,,,,,,
2017-06-19 14:30:00,,1065.0004,731.9997,1797.0,0.0,1065.0004,,,,,,,,,,,,,,
2017-06-19 14:34:26,100.0,,,,,,,,,,,,,,,,,,,
2017-06-19 14:39:26,100.0,,,,,,,,,,,,,,,,,,,
2017-06-19 14:44:26,100.0,,,,,,,,,,,,,,,,,,,
2017-06-19 14:45:00,,1108.701,3379.9656,4484.0,0.0,1108.701,,,,,,,,,,,,,,
2017-06-19 14:49:26,100.0,,,,,,,,,,,,,,,,,,,
2017-06-19 14:54:25,100.0,,,,,,,,,,,,,,,,,,,
2017-06-19 14:59:26,100.0,,,,,,,,,,,,,,,,,,,
2017-06-19 15:00:00,,1041.9558,2749.711,3779.0,0.0,1041.9558,71.86,0.0,62.82,0.74,clear-night,0.0,0.0,,1015.81,Clear,71.52,10.0,65.0,5.57
2017-06-19 15:04:25,100.0,,,,,,,,,,,,,,,,,,,
2017-06-19 15:09:26,100.0,,,,,,,,,,,,,,,,,,,
2017-06-19 15:14:25,100.0,,,,,,,,,,,,,,,,,,,
2017-06-19 15:15:00,,1178.9249,2092.7417,3271.6667,0.0,1178.9249,,,,,,,,,,,,,,
2017-06-19 15:19:24,100.0,,,,,,,,,,,,,,,,,,,
2017-06-19 15:24:25,100.0,,,,,,,,,,,,,,,,,,,
2017-06-19 15:29:24,100.0,,,,,,,,,,,,,,,,,,,
2017-06-19 15:30:00,,791.1035,2781.5632,3594.3333,0.0,791.1035,,,,,,,,,,,,,,
2017-06-19 15:34:25,100.0,,,,,,,,,,,,,,,,,,,
2017-06-19 15:39:24,100.0,,,,,,,,,,,,,,,,,,,
2017-06-19 15:44:25,100.0,,,,,,,,,,,,,,,,,,,
2017-06-19 15:45:00,,738.80865,1124.858,1863.6666,0.0,738.80865,,,,,,,,,,,,,,
2017-06-19 15:49:24,100.0,,,,,,,,,,,,,,,,,,,
2017-06-19 15:54:25,100.0,,,,,,,,,,,,,,,,,,,
2017-06-19 15:59:24,100.0,,,,,,,,,,,,,,,,,,,
2017-06-19 16:00:00,,761.7681,596.2319,1358.0,0.0,761.7681,72.11,0.27,63.44,0.75,partly-cloudy-day,0.0,0.0,,1016.05,Partly Cloudy,71.71,10.0,51.0,4.24
2017-06-19 16:04:23,100.0,,,,,,,,,,,,,,,,,,,
2017-06-19 16:09:24,100.0,,,,,,,,,,,,,,,,,,,
2017-06-19 16:14:23,100.0,,,,,,,,,,,,,,,,,,,
2017-06-19 16:15:00,,761.1315,1028.8685,1785.6666,0.0,761.1315,,,,,,,,,,,,,,
2017-06-19 16:19:23,100.0,,,,,,,,,,,,,,,,,,,
2017-06-19 16:24:23,100.0,,,,,,,,,,,,,,,,,,,
2017-06-19 16:29:23,100.0,,,,,,,,,,,,,,,,,,,
2017-06-19 16:30:00,,684.8634,1069.8032,1754.6666,0.0,684.8634,,,,,,,,,,,,,,
2017-06-19 16:34:23,100.0,,,,,,,,,,,,,,,,,,,
2017-06-19 16:39:23,100.0,,,,,,,,,,,,,,,,,,,
2017-06-19 16:44:23,100.0,,,,,,,,,,,,,,,,,,,
2017-06-19 16:45:00,,806.6218,806.04486,1619.3334,0.0,806.6218,,,,,,,,,,,,,,
2017-06-19 16:49:22,100.0,,,,,,,,,,,,,,,,,,,
2017-06-19 16:54:22,100.0,,,,,,,,,,,,,,,,,,,
2017-06-19 16:59:22,100.0,,,,,,,,,,,,,,,,,,,
2017-06-19 17:00:00,,773.3079,102.97442,868.6667,7.615692,773.3079,75.21,0.25,62.63,0.66,partly-cloudy-day,0.0,0.0,,1016.56,Partly Cloudy,74.93,9.67,57.0,6.43
2017-06-19 17:04:22,100.0,,,,,,,,,,,,,,,,,,,
2017-06-19 17:09:21,100.0,,,,,,,,,,,,,,,,,,,
2017-06-19 17:14:22,100.0,,,,,,,,,,,,,,,,,,,
2017-06-19 17:15:00,,395.92072,248.41262999999998,644.3333,0.0,395.92072,,,,,,,,,,,,,,
2017-06-19 17:19:21,100.0,,,,,,,,,,,,,,,,,,,
2017-06-19 17:24:21,100.0,,,,,,,,,,,,,,,,,,,
2017-06-19 17:29:21,100.0,,,,,,,,,,,,,,,,,,,
2017-06-19 17:30:00,,900.0659,2.5007732000000003,874.0,28.566678999999997,874.0,,,,,,,,,,,,,,
2017-06-19 17:34:20,100.0,,,,,,,,,,,,,,,,,,,
2017-06-19 17:39:21,100.0,,,,,,,,,,,,,,,,,,,
2017-06-19 17:44:20,100.0,,,,,,,,,,,,,,,,,,,
2017-06-19 17:45:00,,476.29807,112.36861,588.6667,0.0,476.29807,,,,,,,,,,,,,,
2017-06-19 17:49:21,100.0,,,,,,,,,,,,,,,,,,,
2017-06-19 17:54:20,100.0,,,,,,,,,,,,,,,,,,,
2017-06-19 17:59:21,100.0,,,,,,,,,,,,,,,,,,,
2017-06-19 18:00:00,,420.41787999999997,20.056625,432.66666,7.807813,420.41787999999997,77.9,0.21,62.89,0.61,clear-day,0.0,0.0,,1016.95,Clear,77.59,9.9,47.0,6.11
2017-06-19 18:04:18,100.0,,,,,,,,,,,,,,,,,,,
2017-06-19 18:09:19,100.0,,,,,,,,,,,,,,,,,,,
2017-06-19 18:14:19,100.0,,,,,,,,,,,,,,,,,,,
2017-06-19 18:15:00,,642.2326,0.0,630.6667,11.56593,630.6667,,,,,,,,,,,,,,
2017-06-19 18:19:19,100.0,,,,,,,,,,,,,,,,,,,
2017-06-19 18:24:18,100.0,,,,,,,,,,,,,,,,,,,
2017-06-19 18:29:18,94.84727,,,,,,,,,,,,,,,,,,,
2017-06-19 18:30:00,,1119.7562,11.547786,1120.0,11.304085,1119.7562,,,,,,,,,,,,,,
2017-06-19 18:34:18,93.67576600000001,,,,,,,,,,,,,,,,,,,
2017-06-19 18:39:18,92.4572,,,,,,,,,,,,,,,,,,,
2017-06-19 18:44:18,91.00725,,,,,,,,,,,,,,,,,,,
2017-06-19 18:45:00,,1146.3169,7.1244864,1150.3334,3.1080577000000003,1146.3169,,,,,,,,,,,,,,
2017-06-19 18:49:17,89.58815,,,,,,,,,,,,,,,,,,,
2017-06-19 18:54:18,88.091934,,,,,,,,,,,,,,,,,,,
2017-06-19 18:59:17,86.6245,,,,,,,,,,,,,,,,,,,
2017-06-19 19:00:00,,1365.4664,12.680736,1229.6666,148.48058,1229.6666,79.14,0.26,62.89,0.58,partly-cloudy-day,0.0,0.0,,1016.98,Partly Cloudy,78.82,10.0,51.0,6.65
2017-06-19 19:04:18,85.158905,,,,,,,,,,,,,,,,,,,
2017-06-19 19:09:17,83.83215,,,,,,,,,,,,,,,,,,,
2017-06-19 19:14:16,82.02715,,,,,,,,,,,,,,,,,,,
2017-06-19 19:15:00,,1093.1326,0.042833965,1091.3334,1.8420359,1091.3334,,,,,,,,,,,,,,
2017-06-19 19:19:17,80.57698,,,,,,,,,,,,,,,,,,,
2017-06-19 19:24:16,79.20395,,,,,,,,,,,,,,,,,,,
2017-06-19 19:29:17,77.75378,,,,,,,,,,,,,,,,,,,
2017-06-19 19:30:00,,924.7062,1.840566,917.0,9.546758,917.0,,,,,,,,,,,,,,
2017-06-19 19:34:16,76.36532,,,,,,,,,,,,,,,,,,,
2017-06-19 19:39:17,75.03856999999999,,,,,,,,,,,,,,,,,,,
2017-06-19 19:44:16,73.881516,,,,,,,,,,,,,,,,,,,
2017-06-19 19:45:00,,1002.9337,2.1971729,1004.3333,0.79752094,1002.9337,,,,,,,,,,,,,,
2017-06-19 19:49:15,72.81703,,,,,,,,,,,,,,,,,,,
2017-06-19 19:54:16,71.84510999999999,,,,,,,,,,,,,,,,,,,
2017-06-19 19:59:15,70.54921,,,,,,,,,,,,,,,,,,,
2017-06-19 20:00:00,,966.7702,0.53312176,963.3333,3.9699961999999998,963.3333,78.73,0.26,64.92,0.64,partly-cloudy-day,0.0,0.0,,1017.09,Partly Cloudy,78.21,7.92,60.0,5.38
2017-06-19 20:04:16,69.03733000000001,,,,,,,,,,,,,,,,,,,
2017-06-19 20:09:15,67.80315,,,,,,,,,,,,,,,,,,,
2017-06-19 20:14:16,66.49181999999999,,,,,,,,,,,,,,,,,,,
2017-06-19 20:15:00,,952.4356,0.0,949.3333,3.1022694,949.3333,,,,,,,,,,,,,,
2017-06-19 20:19:15,65.17045,,,,,,,,,,,,,,,,,,,
2017-06-19 20:24:16,63.890175,,,,,,,,,,,,,,,,,,,
2017-06-19 20:29:15,62.702454,,,,,,,,,,,,,,,,,,,
2017-06-19 20:30:00,,625.3999,238.92705,863.3333,0.99360657,625.3999,,,,,,,,,,,,,,
2017-06-19 20:34:14,61.81734,,,,,,,,,,,,,,,,,,,
2017-06-19 20:39:15,60.968838,,,,,,,,,,,,,,,,,,,
2017-06-19 20:44:14,59.780933,,,,,,,,,,,,,,,,,,,
2017-06-19 20:45:00,,994.8645,4.0112357,995.0,3.8757273999999997,994.8645,,,,,,,,,,,,,,
2017-06-19 20:49:14,58.515892,,,,,,,,,,,,,,,,,,,
2017-06-19 20:54:14,57.204567000000004,,,,,,,,,,,,,,,,,,,
2017-06-19 20:59:14,55.893240000000006,,,,,,,,,,,,,,,,,,,
2017-06-19 21:00:00,,849.4751,2.1066246,861.5,2.1940079,849.4751,79.53,0.26,65.43,0.63,partly-cloudy-day,0.0,0.0,,1016.93,Partly Cloudy,78.96,9.78,55.0,9.02
2017-06-19 21:00:16,55.646404000000004,,,,,,,,,,,,,,,,,,,
2017-06-19 21:04:59,54.535637,,,,,,,,,,,,,,,,,,,
2017-06-19 21:10:00,53.324078,,,,,,,,,,,,,,,,,,,
2017-06-19 21:14:59,52.29867,,,,,,,,,,,,,,,,,,,
2017-06-19 21:15:00,,1130.0929,9.626201,1130.3334,9.385724,1130.0929,,,,,,,,,,,,,,
2017-06-19 21:19:58,51.187903999999996,,,,,,,,,,,,,,,,,,,
2017-06-19 21:24:59,49.861153,,,,,,,,,,,,,,,,,,,
2017-06-19 21:29:58,48.26469,,,,,,,,,,,,,,,,,,,
2017-06-19 21:30:00,,899.68744,0.0,890.6667,9.020762,890.6667,,,,,,,,,,,,,,
2017-06-19 21:34:59,47.05338,,,,,,,,,,,,,,,,,,,
2017-06-19 21:39:58,45.911755,,,,,,,,,,,,,,,,,,,
2017-06-19 21:44:59,44.67757,,,,,,,,,,,,,,,,,,,
2017-06-19 21:45:00,,1125.8605,2.4782512000000003,1113.3334,15.005376,1113.3334,,,,,,,,,,,,,,
2017-06-19 21:49:58,43.35082,,,,,,,,,,,,,,,,,,,
2017-06-19 21:54:57,41.993214,,,,,,,,,,,,,,,,,,,
2017-06-19 21:59:57,40.496759999999995,,,,,,,,,,,,,,,,,,,
2017-06-19 22:00:00,,1425.0079999999998,15.325226,1440.3334,0.0,1425.0079999999998,82.66,0.22,64.59,0.58,clear-day,0.0,0.0,,1016.17,Clear,80.94,10.0,80.0,5.66
2017-06-19 22:04:57,38.79975,,,,,,,,,,,,,,,,,,,
2017-06-19 22:09:58,36.7942,,,,,,,,,,,,,,,,,,,
2017-06-19 22:14:57,34.41839,,,,,,,,,,,,,,,,,,,
2017-06-19 22:15:00,,1612.6235,0.28204346,1601.3334,11.572239999999999,1601.3334,,,,,,,,,,,,,,
2017-06-19 22:19:58,32.258564,,,,,,,,,,,,,,,,,,,
2017-06-19 22:24:57,30.052452000000002,,,,,,,,,,,,,,,,,,,
2017-06-19 22:29:57,27.908052,,,,,,,,,,,,,,,,,,,
2017-06-19 22:30:00,,1514.9967,0.0,1515.0,8.507233,1514.9967,,,,,,,,,,,,,,
2017-06-19 22:34:57,26.056772,,,,,,,,,,,,,,,,,,,
2017-06-19 22:39:56,24.294307999999997,,,,,,,,,,,,,,,,,,,
2017-06-19 22:44:57,22.323357,,,,,,,,,,,,,,,,,,,
2017-06-19 22:45:00,,1724.3599,14.491801,1734.3334,4.518326,1724.3599,,,,,,,,,,,,,,
2017-06-19 22:49:56,19.978401,,,,,,,,,,,,,,,,,,,
2017-06-19 22:54:56,17.170626000000002,,,,,,,,,,,,,,,,,,,
2017-06-19 22:59:56,15.226782,,,,,,,,,,,,,,,,,,,
2017-06-19 23:00:00,,1437.6786,2.1845295,955.0,484.8631,955.0,83.12,0.31,64.78,0.57,partly-cloudy-day,0.0,0.0,,1015.62,Partly Cloudy,81.37,10.0,70.0,8.98
2017-06-19 23:04:56,13.406356,,,,,,,,,,,,,,,,,,,
2017-06-19 23:09:55,11.647639,,,,,,,,,,,,,,,,,,,
2017-06-19 23:14:55,9.964522,,,,,,,,,,,,,,,,,,,
2017-06-19 23:15:00,,1530.0746,0.0,0.0,1544.0746,0.0,,,,,,,,,,,,,,
2017-06-19 23:19:55,9.964522,,,,,,,,,,,,,,,,,,,
2017-06-19 23:24:55,9.964522,,,,,,,,,,,,,,,,,,,
2017-06-19 23:29:55,9.964522,,,,,,,,,,,,,,,,,,,
2017-06-19 23:30:00,,1550.1556,0.0,0.0,1554.8223,0.0,,,,,,,,,,,,,,
2017-06-19 23:34:54,9.964522,,,,,,,,,,,,,,,,,,,
2017-06-19 23:39:55,9.964522,,,,,,,,,,,,,,,,,,,
2017-06-19 23:44:54,9.964522,,,,,,,,,,,,,,,,,,,
2017-06-19 23:45:00,,1476.7874,0.0,0.0,1483.4541,0.0,,,,,,,,,,,,,,
2017-06-19 23:49:55,9.964522,,,,,,,,,,,,,,,,,,,
2017-06-19 23:54:54,9.964522,,,,,,,,,,,,,,,,,,,
2017-06-19 23:59:55,9.964522,,,,,,,,,,,,,,,,,,,
2017-06-20 00:00:00,,1683.604,0.0,0.0,1695.9374,0.0,83.44,0.31,63.57,0.54,partly-cloudy-day,0.0,0.0,,1015.1,Partly Cloudy,82.09,10.0,60.0,8.29
2017-06-20 00:04:54,9.964522,,,,,,,,,,,,,,,,,,,
2017-06-20 00:09:53,9.964522,,,,,,,,,,,,,,,,,,,
2017-06-20 00:14:54,9.964522,,,,,,,,,,,,,,,,,,,
2017-06-20 00:15:00,,1025.9204,0.0,0.0,1034.5872,0.0,,,,,,,,,,,,,,
2017-06-20 00:19:53,9.96606,,,,,,,,,,,,,,,,,,,
2017-06-20 00:24:54,9.823911,,,,,,,,,,,,,,,,,,,
2017-06-20 00:29:53,9.635577,,,,,,,,,,,,,,,,,,,
2017-06-20 00:30:00,,920.9983,0.0,0.0,935.9983,0.0,,,,,,,,,,,,,,
2017-06-20 00:34:54,9.535565,,,,,,,,,,,,,,,,,,,
2017-06-20 00:39:53,9.396697999999999,,,,,,,,,,,,,,,,,,,
2017-06-20 00:44:53,9.360519,,,,,,,,,,,,,,,,,,,
2017-06-20 00:45:00,,823.7465,0.0,0.0,841.7465,0.0,,,,,,,,,,,,,,
2017-06-20 00:49:53,9.291899,,,,,,,,,,,,,,,,,,,
2017-06-20 00:54:52,9.274692,,,,,,,,,,,,,,,,,,,
2017-06-20 00:59:53,9.166796000000001,,,,,,,,,,,,,,,,,,,
2017-06-20 01:00:00,,1038.9531,0.0,0.0,1050.6198,0.0,83.92,0.31,63.25,0.52,partly-cloudy-day,0.0,0.0,,1014.62,Partly Cloudy,82.72,10.0,55.0,9.57
2017-06-20 01:04:52,9.259259,,,,,,,,,,,,,,,,,,,
2017-06-20 01:09:52,9.180835,,,,,,,,,,,,,,,,,,,
2017-06-20 01:14:52,9.206055000000001,,,,,,,,,,,,,,,,,,,
2017-06-20 01:15:00,,655.0275,0.0,0.0,668.6942,0.0,,,,,,,,,,,,,,
2017-06-20 01:19:52,9.218653999999999,,,,,,,,,,,,,,,,,,,
2017-06-20 01:24:52,9.18777,,,,,,,,,,,,,,,,,,,
2017-06-20 01:29:51,9.252394,,,,,,,,,,,,,,,,,,,
2017-06-20 01:30:00,,789.9254,0.0,0.0,805.5921,0.0,,,,,,,,,,,,,,
2017-06-20 01:34:51,9.180835,,,,,,,,,,,,,,,,,,,
2017-06-20 01:39:51,9.3156185,,,,,,,,,,,,,,,,,,,
2017-06-20 01:44:51,9.259545,,,,,,,,,,,,,,,,,,,
2017-06-20 01:45:00,,1054.4744,0.0,0.0,1068.141,0.0,,,,,,,,,,,,,,
2017-06-20 01:49:50,9.324262,,,,,,,,,,,,,,,,,,,
2017-06-20 01:54:51,9.328185000000001,,,,,,,,,,,,,,,,,,,
2017-06-20 01:59:50,9.326744999999999,,,,,,,,,,,,,,,,,,,
2017-06-20 02:00:00,,856.2456,0.0,0.0,866.2456,0.0,83.51,0.27,63.92,0.54,partly-cloudy-day,0.0,0.0,,1014.31,Partly Cloudy,82.05,9.78,64.0,9.67
2017-06-20 02:04:51,9.382716,,,,,,,,,,,,,,,,,,,
2017-06-20 02:09:50,9.391411999999999,,,,,,,,,,,,,,,,,,,
2017-06-20 02:14:49,9.389961,,,,,,,,,,,,,,,,,,,
2017-06-20 02:15:00,,1074.4045,0.0,0.0,1089.0712,0.0,,,,,,,,,,,,,,
2017-06-20 02:19:50,9.403953,,,,,,,,,,,,,,,,,,,
2017-06-20 02:24:49,9.475308,,,,,,,,,,,,,,,,,,,
2017-06-20 02:29:50,9.473846,,,,,,,,,,,,,,,,,,,
